-44.14087,-1.207978,1.027817
-34.52297,-4.720788,-20.12715
-57.87254,-8.77417,-23.92119
-57.87254,-8.801364,-4.921194
-58.5,-4.445007,-14
-38.47491,-8.657383,-23.24657
-36.41482,-8.663875,-23.18721
-7.536836,-5.415198,-4.781931
-44.14087,-1.250416,1.027817
-34.52297,-4.477483,-20.12715
-57.87254,-8.976623,-4.921194
-57.87254,-8.99232,-23.92119
-37,-8.930346,-12
-25.73619,-8.609975,-6.372463
-44.14087,-1.202354,1.027817
-57.87254,-8.776394,-4.921194
-57.87254,-8.962934,-23.92119
-34.52297,-4.568268,-20.12715
-13.68527,-5.341031,-2.713324
-44.14087,-1.24688,1.027817
-57.87254,-8.709687,-23.92119
-34.52297,-4.503485,-20.12715
-31.24893,-8.610715,-22.24226
-14.83949,-5.440076,2.582366
-44.14087,-1.416703,1.027817
-57.87254,-8.900437,-4.921194
-57.87254,-8.734579,-23.92119
-34.52297,-4.450384,-20.12715
-41.09996,-8.654667,-7.130948
-46.12711,-8.366704,-12.75622
-23.87264,-8.407516,-9.373674
-15.6811,-5.554298,1.347872
