-0.422102,0.251,9.991242
9.341033,2.006009,-1.210951
-1.175557,0.2509999,-0.5907047
1.386184,0.2509999,0.6763034
0.9575027,0.2509999,-2.532497
61.32864,-7.749001,35.32696
4.199923,0.2509999,-59.97752
68.70871,-7.749001,6.573063
18.9535,-0.5963939,-2.3578
39.65036,-7.749001,-3.895177
24.92848,-4.573627,-1.973951
2120.025,-50.38763,421.0478
20.61744,-51.15141,-443.2557
-21.82916,-50.68216,-2.457835
8.521209,-50.22561,37.47513
8.290642,-50.07975,31.45476
1579.535,-50.03172,252.2854
430.9905,-50.17824,-7513.957
3888.138,-50.06029,619.1922
